user_id,retweet_user_id,screen_name,retweet_screen_name,retweet_created_at,text,time
x1154048593902239745,x351198392,angeltweets7,jmcappiello,2020/1/9 3:48,"HEARTWARMING <U+0001F499><U+0001F499>

Two teenagers filled up their car with koalas affected by the #AustralianBushfire, saving as many as they could fit.

Just normal people doing whatever they can to protect innocent animals around them. <U+0001F428><U+0001F499> https://t.co/8pCnoL8Ii9",2020/1/9 3:48
x706297852268515329,x129877411,EkbMary,Jasamsdestiny,2020/1/9 4:18,"~ Fire Crews From US Arrive ~
https://t.co/7EexQBQJv3

#VicFires #AustralianFires #AustraliaisBurning #AustralianBushfire #Victoriabushfires #ausfires #USA #AustraliaBurns #AustraliaBushfires #bushfireaustralia #VictoriaFires",2020/1/9 4:18
x777839984824819716,x777839984824819716,HEYSEJUN,HEYSEJUN,2020/1/9 5:00,"[help rt] calling all indonesian alices to join australia's bushfire donation.

<U+0001F343> tidak ada minimal donasi, karena nanti akan digabungin sama donasi yang lain.
<U+0001F343> menerima donasi sampai 16/01, 6pm wib.

form: https://t.co/nWFiacaOg3

#<U+BE45><U+D1A4> #VICTON #AustralianBushfire. https://t.co/STdzIPanZN",2020/1/9 5:00
x1700835217,x562773398,2_getter,Sankei_news,2020/1/9 8:04,"<U+3010>10<U+5104><U+5339><U+306E><U+52D5><U+7269><U+72A0><U+7272><U+3011>
<U+30AA><U+30FC><U+30B9><U+30C8><U+30E9><U+30EA><U+30A2><U+306E><U+68EE><U+6797><U+706B><U+707D><U+3067><U+3053><U+308C><U+307E><U+3067><U+306E><U+5EF6><U+713C><U+9762><U+7A4D><U+306F><U+97D3><U+56FD><U+306E><U+9762><U+7A4D><U+306B><U+5339><U+6575><U+3059><U+308B><U+7D04>1030<U+4E07><U+30D8><U+30AF><U+30BF><U+30FC><U+30EB><U+3002>10<U+5104><U+5339><U+4EE5><U+4E0A><U+306E><U+52D5><U+7269><U+304C><U+6B7B><U+3093><U+3060><U+3068><U+3059><U+308B><U+7814><U+7A76><U+7D50><U+679C><U+304C><U+767A><U+8868><U+3055><U+308C><U+307E><U+3057><U+305F><U+3002>
https://t.co/mo1kKd6zqx

#AustralianBushfire https://t.co/K5638AD1UP",2020/1/9 8:04
x1119946413511671809,x946751761490079744,ErikStorhaug,JosephPrigith,2020/1/9 10:02,"Hearth breaking footage of burnt sheep and charred field shows how devastating Australia's bush are.

It is very emotional and I can't even watch this movie till the end.

The loss of biodiversity, animals, plants &amp; trees can't be easily restored!
#AustralianBushfire
#Tiredearth https://t.co/vexY1TZzvx",2020/1/9 10:02
x1053063936172421120,x946751761490079744,KellyTurberfie1,JosephPrigith,2020/1/9 10:02,"Hearth breaking footage of burnt sheep and charred field shows how devastating Australia's bush are.

It is very emotional and I can't even watch this movie till the end.

The loss of biodiversity, animals, plants &amp; trees can't be easily restored!
#AustralianBushfire
#Tiredearth https://t.co/vexY1TZzvx",2020/1/9 10:02
x460624596,x946751761490079744,FattounaGh,JosephPrigith,2020/1/9 10:02,"Hearth breaking footage of burnt sheep and charred field shows how devastating Australia's bush are.

It is very emotional and I can't even watch this movie till the end.

The loss of biodiversity, animals, plants &amp; trees can't be easily restored!
#AustralianBushfire
#Tiredearth https://t.co/vexY1TZzvx",2020/1/9 10:02
x761949575422836736,x946751761490079744,BiddyThe,JosephPrigith,2020/1/9 10:02,"Hearth breaking footage of burnt sheep and charred field shows how devastating Australia's bush are.

It is very emotional and I can't even watch this movie till the end.

The loss of biodiversity, animals, plants &amp; trees can't be easily restored!
#AustralianBushfire
#Tiredearth https://t.co/vexY1TZzvx",2020/1/9 10:02
x157290852,x946751761490079744,saurav1911,JosephPrigith,2020/1/9 10:02,"Hearth breaking footage of burnt sheep and charred field shows how devastating Australia's bush are.

It is very emotional and I can't even watch this movie till the end.

The loss of biodiversity, animals, plants &amp; trees can't be easily restored!
#AustralianBushfire
#Tiredearth https://t.co/vexY1TZzvx",2020/1/9 10:02
x344160010,x390691770,TeresaLShepherd,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x3281671453,x390691770,_zeusdanae,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x39461440,x390691770,kayegreenleaf,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x1129303826421280768,x390691770,Tashifreja,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x804524251688607745,x390691770,DelsignoreDaryl,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x932191340938629120,x390691770,fournokonti,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x3337457451,x390691770,elizabe24645731,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x460624596,x390691770,FattounaGh,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x706297852268515329,x390691770,EkbMary,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x741620147853492225,x390691770,hjocb,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x966989743627128832,x390691770,Goobershroom,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x761949575422836736,x390691770,BiddyThe,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x87618031,x390691770,MadNana51,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x1102580501653663745,x390691770,menggay60052992,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x29767292,x390691770,smithabs,ChrisPage90,2020/1/9 10:06,"Some more positive news <U+0001F499>

Kind hearted Aussie saving baby kangroo orphans #AustralianFires  #AustralianBushfire #ClimateCrisis https://t.co/yUEfXEb8Dj",2020/1/9 10:06
x3155408519,x812977797144735744,ollivier_yves,TiredEarth_FR,2020/1/9 10:16,"Incendies en #Australie : les feux continuent

Photo : Â© Rick Rycroft/AP/SIPA
#TiredEarth #JeudiPhoto #AustralianBushfire #AustraliaisBurning #ChangementClimatique #ClimateEmegency https://t.co/5tcQ2130Cz",2020/1/9 10:16
x1202020241800388609,x762023080835309568,Cheoko3,hedalovepat,2020/1/9 15:28,"Thank you all so much for your donation adopt and support i hope the fire stops  and more animals can survive 
One World One Future 
#FandomsForEarth #AustraliaBurns #AustralianBushfire #koalahospital #redcross #togetherstrong #animalrescue #thankyou https://t.co/g0n9U41gBK",2020/1/9 15:28
x762023080835309568,x762023080835309568,hedalovepat,hedalovepat,2020/1/9 15:28,"Thank you all so much for your donation adopt and support i hope the fire stops  and more animals can survive 
One World One Future 
#FandomsForEarth #AustraliaBurns #AustralianBushfire #koalahospital #redcross #togetherstrong #animalrescue #thankyou https://t.co/g0n9U41gBK",2020/1/9 15:28
x736438401981784065,x50751545,druzola,___ImpeachTrump,2020/1/9 16:34,"If you could retweet my #AustralianBushfire competition Iâ€™d be most greatful. 
@Gr3Te4rights
@karana640
@KathJohnsonArt
@deecappy12
@NancyMo26871
@SandyIsRetired
@popsablaze
@FifisDream
@JustBella
@KenobiCheated
@___ImpeachTrump 
@banditNbardott
@RoArquette
@gtconway3d
@cher
<U+2764><U+FE0F><U+0001F30A> https://t.co/BYrOGD3mVF",2020/1/9 16:34
x239621529,x239621529,kaimatai,kaimatai,2020/1/9 19:02,"Here's a campaign to help Australian wildlife I'm supporting. The ZAA has a lot of expertise in rehabilitation. Please support by donating or retweeting.
Nga mihi! https://t.co/Nb3yAGSs2y

#australiafire #AustralianBushfire #conservation #ClimateCrisis",2020/1/9 19:02
x898231845925646336,x898231845925646336,MarkoSilberhand,MarkoSilberhand,2020/1/9 19:13,"@angie_karan Oh my God . . .  <U+0001F494>
This is so terrible, horrible . . .  I`m with you #Australia 
Please don`t forget the animals...  

#AustraliaBushfires #AustralianBushfire #AustraliaBurns https://t.co/ylhfJElYqk",2020/1/9 19:13
x286320383,x270064609,Gottadance64,Animal_Watch,2020/1/9 19:52,"Australia fires: Orphaned baby bats wrapped with love
https://t.co/Ip7lKmweml @BBCNews <U+0001F3A5> #Australia <U+0001F1E6><U+0001F1FA>#AustralianBushfire #wildlife #ClimateEmergency https://t.co/IpH63oXvCz",2020/1/9 19:52
x1169423036333772800,x270064609,BABY_LEO_BILL,Animal_Watch,2020/1/9 19:52,"Australia fires: Orphaned baby bats wrapped with love
https://t.co/Ip7lKmweml @BBCNews <U+0001F3A5> #Australia <U+0001F1E6><U+0001F1FA>#AustralianBushfire #wildlife #ClimateEmergency https://t.co/IpH63oXvCz",2020/1/9 19:52
x501201265,x270064609,MrsJWit,Animal_Watch,2020/1/9 19:52,"Australia fires: Orphaned baby bats wrapped with love
https://t.co/Ip7lKmweml @BBCNews <U+0001F3A5> #Australia <U+0001F1E6><U+0001F1FA>#AustralianBushfire #wildlife #ClimateEmergency https://t.co/IpH63oXvCz",2020/1/9 19:52
x831815773,x270064609,magicdmw,Animal_Watch,2020/1/9 19:52,"Australia fires: Orphaned baby bats wrapped with love
https://t.co/Ip7lKmweml @BBCNews <U+0001F3A5> #Australia <U+0001F1E6><U+0001F1FA>#AustralianBushfire #wildlife #ClimateEmergency https://t.co/IpH63oXvCz",2020/1/9 19:52
x347258781,x2292488509,ZenMorin,Protect_Wldlife,2020/1/9 20:39,"PLEASE RT: If you buy a Badge, Brooch, Car Sticker, Tote Bag or Conservation Pack this week ALL proceeds will go to help the Port Macquarie Koala Hospital treat animals affected by the #AustralianFires.

Available at https://t.co/hGdatZwebx

#AustraliaIsOnFire #AustralianBushfire https://t.co/iTdT4DggG1",2020/1/9 20:39
x910605972435095552,x1595379632,Nupsybumbum,VickyS_oficial,2020/1/9 21:36,"Desesperados por un poquito de <U+0001F4A6>
Pobrecitos estÃ¡n sufriendo el daÃ±o que le hacemos a diario al <U+0001F30F> 

Debemos ser conciente de que la Tierra estÃ¡ diciendo <U+0001F198> 
#AustralianBushfireDisaster 
#AustraliaSeQuema 
#AustralianBushfire https://t.co/iMWkDA5Rwk",2020/1/9 21:36
x2454513962,x880131334391439360,FryGerard,stonesister7,2020/1/9 22:04,This is how we should all treat Murdoch. As should Australia #AustralianBushfire https://t.co/4U03QM4pWa,2020/1/9 22:04
x445996709,x445996709,JHH__,JHH__,2020/1/9 23:15,"CONDAMINE Chinchilla Qld Australia #BushFireCrisisAustralia
#AustralianBushfire #bushfireaustralia  #melbournesmoke
#auspol #auspol2019 #4BC #4GB FRACKING GAS 
#australiafire
#AustralianBushfireDisaster
#AustraliaisBurning https://t.co/w8d3tohDaq",2020/1/9 23:15
x727226904751800320,x555851927,graylingn16,jonburkeUK,2020/1/9 23:16,"""Soon, if we are not prudent, millions of people will be watching each other starve to death through expensive television sets."" - Aneurin Bevan

#AustraliaOnFire #AustralianBushfire #Permafrost #Deforestation #Plastics #Waste #Consumption #ClimateEmergency #ClimateCrisis",2020/1/9 23:16
x445996709,x445996709,JHH__,JHH__,2020/1/9 23:21,"GAS WELLS fires, water depletion severe, THE BASIN emptying , subsidence , rising, explosives, destroying aquifers rivers, water toxined, cant live there #BushFireCrisisAustralia
#AustralianBushfire #bushfireaustralia  #melbournesmoke
#auspol #auspol2019 #4BC #4GB FRACKING https://t.co/EaWEsqdUeG",2020/1/9 23:21
x3057754996,x3057754996,GITheKid,GITheKid,2020/1/9 23:23,"Dropping  <U+0001F525>â€Lameloâ€�?U+0001F525> Friday on #SoundCloud &amp; #Youtube 
Every Retweet Iâ€™ll donate 1$ to the #AustralianBushfire #AustralianWildFires #Australia #Lamelo https://t.co/JUZV4mNZDl",2020/1/9 23:23
x910605972435095552,x1148844227750531073,Nupsybumbum,alonso_inca,2020/1/10 0:02,"<U+0001F525><U+0001F525><U+0001F525><U+0001F525> 
Antes el devastador incendio que ocurre en todo Australia, bomberos de <U+0001F1FA><U+0001F1F8> llegan a Sydney y son recibidos con aplausos en el aeropuerto! #AustraliaFires #australiafire #AustralianBushfire 
<U+0001F3A5> IG theinsidedrop https://t.co/gSIbkFxIrD",2020/1/10 0:02
x445996709,x445996709,JHH__,JHH__,2020/1/10 2:19,"Subsidence from coal
seam gas extraction in
Australia ""and RAISING""
https://t.co/DJlAmHC6y8
#BushFireCrisisAustralia
#AustralianBushfire #bushfireaustralia  #melbournesmoke
#auspol #auspol2019 #4BC #4GB FRACKING GAS OIL WELLS
#australiafire
#AustralianBushfireDisaster",2020/1/10 2:19
x445996709,x445996709,JHH__,JHH__,2020/1/10 2:22,"find the nearest FIRES gas oil frack well near you here EASY MAPS ZOOM ALL AUSTRALIA

 https://t.co/65UO1anx7C

 https://t.co/jusga5CwcN #BushFireCrisisAustralia
#AustralianBushfire #bushfireaustralia  #melbournesmoke
#auspol #auspol2019 #4BC #4GB FRACKING GAS OIL WELLS https://t.co/sZEhR4n5yU",2020/1/10 2:22
x207523713,x207523713,afairytalemomen,afairytalemomen,2020/1/10 2:22,"https://t.co/RFVpHeJceL

Koala Egg Doll 

ALL PROFIT from this item will be given to the WWF Australia and WIRES who are helping koalas affected by the fires in Australia.

#koalas #AustralianBushfire #AustraliaBushfires #AustraliaFires #etsy #DonationsForAustralianBushFire https://t.co/FeX90HnBOq",2020/1/10 2:22
x937274555919343616,x784797317505310720,mikasighs,moonIesbian,2020/1/10 2:28,"PLEASE RETWEET!! 

due to what's going on with the #AustralianBushfire i wanna do everything i can to help, all i have to offer though are tarot readings! any and all proceeds from my readings this month and next will go to donating to a notable charity in chan + felixs name! https://t.co/V9x6ZsQxcu",2020/1/10 2:28
x445996709,x445996709,JHH__,JHH__,2020/1/10 3:18,"#BushFireCrisisAustralia
#AustralianBushfire #bushfireaustralia  #melbournesmoke
#auspol #4GB FRACKING GAS OIL WELLS
 STATE FORESTS ARE now being gassed fracked in Australia, NATIONAL PARKS now being surrounded by GAS FRACK = FIRES , plus finish of the FORESTS and NATIONAL PARKS https://t.co/krb30esicI",2020/1/10 3:18
x1053063936172421120,x734755845808984068,KellyTurberfie1,GabeFilippelli,2020/1/10 3:25,"Again with the â€œarsonsâ€�?and #AustralianBushfire myth. 

Such a misdirection by Rupert Murdoch et al  from the reality of #ClimateCrisis 

https://t.co/J6JJ9A4B8W",2020/1/10 3:25
x62541585,x62541585,Piers_Corbyn,Piers_Corbyn,2020/1/10 5:38,"WAKE UP!
PREPAREDNESS PAYS!
 
*4FOR1* DEALS for 100dAhead &amp; 4-5mAhead #Forecasts!
*3FOR1*45d30d ENDS TODAY 10Jan 4pm.
#SubscribeNOW BI Eu Usa 
=&gt;https://t.co/GnYsHG9wh3
&lt;=Samples

#Commodities #Oil #AustralianBushfire  @IndieFarm @FarmersWeekly @FarmBureau @ChrisMartzWX @AndyOz2 https://t.co/1BK7o49HPr",2020/1/10 5:38
x1217286309892386816,x1050392630922629121,tacso1,ScienceNotDogma,2020/1/10 5:39,"Lightning, not armies of arsonists, folks.

<U+0001F329><U+FE0F> and dry conditions = <U+0001F525><U+0001F525><U+0001F525>

#AustraliaFires #bushfirecrisis #AustraliaBurning #AustralianWildFires #KoalasNotCoal #ArsonEmergency #ClimateChange #ClimateCrisis #ClimateAction #AustralianBushfire #AustraliaisBurning #AustraliaOnFire https://t.co/4W89HNAr5W",2020/1/10 5:39
x1120206495256158209,x1050392630922629121,EveyHammond19,ScienceNotDogma,2020/1/10 5:39,"Lightning, not armies of arsonists, folks.

<U+0001F329><U+FE0F> and dry conditions = <U+0001F525><U+0001F525><U+0001F525>

#AustraliaFires #bushfirecrisis #AustraliaBurning #AustralianWildFires #KoalasNotCoal #ArsonEmergency #ClimateChange #ClimateCrisis #ClimateAction #AustralianBushfire #AustraliaisBurning #AustraliaOnFire https://t.co/4W89HNAr5W",2020/1/10 5:39
x1197823786319351808,x1050392630922629121,freyja_Nymi,ScienceNotDogma,2020/1/10 5:39,"Lightning, not armies of arsonists, folks.

<U+0001F329><U+FE0F> and dry conditions = <U+0001F525><U+0001F525><U+0001F525>

#AustraliaFires #bushfirecrisis #AustraliaBurning #AustralianWildFires #KoalasNotCoal #ArsonEmergency #ClimateChange #ClimateCrisis #ClimateAction #AustralianBushfire #AustraliaisBurning #AustraliaOnFire https://t.co/4W89HNAr5W",2020/1/10 5:39
x1053063936172421120,x1050392630922629121,KellyTurberfie1,ScienceNotDogma,2020/1/10 5:39,"Lightning, not armies of arsonists, folks.

<U+0001F329><U+FE0F> and dry conditions = <U+0001F525><U+0001F525><U+0001F525>

#AustraliaFires #bushfirecrisis #AustraliaBurning #AustralianWildFires #KoalasNotCoal #ArsonEmergency #ClimateChange #ClimateCrisis #ClimateAction #AustralianBushfire #AustraliaisBurning #AustraliaOnFire https://t.co/4W89HNAr5W",2020/1/10 5:39
x314591392,x1050392630922629121,JohnfromBton,ScienceNotDogma,2020/1/10 5:39,"Lightning, not armies of arsonists, folks.

<U+0001F329><U+FE0F> and dry conditions = <U+0001F525><U+0001F525><U+0001F525>

#AustraliaFires #bushfirecrisis #AustraliaBurning #AustralianWildFires #KoalasNotCoal #ArsonEmergency #ClimateChange #ClimateCrisis #ClimateAction #AustralianBushfire #AustraliaisBurning #AustraliaOnFire https://t.co/4W89HNAr5W",2020/1/10 5:39
x816401586087927808,x1050392630922629121,HeadSoccer_Main,ScienceNotDogma,2020/1/10 5:39,"Lightning, not armies of arsonists, folks.

<U+0001F329><U+FE0F> and dry conditions = <U+0001F525><U+0001F525><U+0001F525>

#AustraliaFires #bushfirecrisis #AustraliaBurning #AustralianWildFires #KoalasNotCoal #ArsonEmergency #ClimateChange #ClimateCrisis #ClimateAction #AustralianBushfire #AustraliaisBurning #AustraliaOnFire https://t.co/4W89HNAr5W",2020/1/10 5:39
x715050386592284674,x1050392630922629121,josesirgado,ScienceNotDogma,2020/1/10 5:39,"Lightning, not armies of arsonists, folks.

<U+0001F329><U+FE0F> and dry conditions = <U+0001F525><U+0001F525><U+0001F525>

#AustraliaFires #bushfirecrisis #AustraliaBurning #AustralianWildFires #KoalasNotCoal #ArsonEmergency #ClimateChange #ClimateCrisis #ClimateAction #AustralianBushfire #AustraliaisBurning #AustraliaOnFire https://t.co/4W89HNAr5W",2020/1/10 5:39
x408684495,x2976578589,chigginjones,WashNewsLine,2020/1/10 5:48,"#WOW #AnimalRescue
This heroic dog has already rescued 15 koalas injured in #AustralianBushfire https://t.co/NbZOaN8gUe",2020/1/10 5:48
x2976578589,x2976578589,WashNewsLine,WashNewsLine,2020/1/10 5:48,"#WOW #AnimalRescue
This heroic dog has already rescued 15 koalas injured in #AustralianBushfire https://t.co/NbZOaN8gUe",2020/1/10 5:48
x1028355791143804929,x1028355791143804929,DetroitLove88,DetroitLove88,2020/1/10 6:10,"More Than 10,000 Camels To Be Killed Because They Drink Too Much Water.

      **THREAD**

#OneVoice1
#AustralianBushfire https://t.co/bakYtv8af7",2020/1/10 6:10
x1028355791143804929,x1028355791143804929,DetroitLove88,DetroitLove88,2020/1/10 6:11,"#OneVoice1
#AustralianBushfire https://t.co/4U2xRfy9kf",2020/1/10 6:11
x1028355791143804929,x1028355791143804929,DetroitLove88,DetroitLove88,2020/1/10 6:12,"10,000 camels at risk of being shot in Australia as they desperately search for wate

#OneVoice1
#AustralianBushfire
https://t.co/SROKgHWnM8",2020/1/10 6:12
x62541585,x62541585,Piers_Corbyn,Piers_Corbyn,2020/1/10 6:21,"And it's NOTHING TO DO WITH CO2.

#Arrest #AustralianBushfire Green #Activist arsonists!

Imprison Australian #FakeGreen scum politicians who ended anti-fire precaution laws!

DESTROY the #ClimateEmergency globalist con!

FACTS =&gt; https://t.co/zUmOeShYAS

@AndyOz2 @Action4Life_ https://t.co/fKkHNS4HKh https://t.co/GgogN9HLJk",2020/1/10 6:21
x1205398435899142144,x1044579464619864064,BakchosGlass,roastthekipfler,2020/1/10 7:12,Thousands of people in King George Square to promote at @ScottMorrisonMP and his party. #AustralianBushfire #AustraliaBurns @HappsNews <U+0001F618> https://t.co/lCPOWVb202,2020/1/10 7:12
x1150318982030716930,x1150318982030716930,wanderingomag,wanderingomag,2020/1/10 8:06,"Please support <U+0001F64F>
visit here to know how you can contribute:
https://t.co/URxF3AUJ95
#AustralianBushfireDisaster #AustraliaFires #AustraliaisBurning #AustralianBushfire #Australia #AustraliaBurning #AustralianFires #AustraliaWildfireFund #FireBergevin #firefighters https://t.co/EN4oq2pdAd",2020/1/10 8:06
x3068295393,x2216505500,ShawnieSPNfan,phiL0co,2020/1/10 8:16,"Just read an article why about 10.000 camels will be culled in Australia.
The last line made me crack up, seen in context with all that's going on there... <U+0001F926><U+200D><U+2642><U+FE0F>

#AustralianBushfire #camelaustralia #camelkilling https://t.co/bLUnp9gsqn",2020/1/10 8:16
x3429955204,x3429955204,DrJDrooghaag,DrJDrooghaag,2020/1/10 8:44,"<U+0001F535> This is what happens when your home gets surrounded by the #AustralianBushfire...

#Australia #AustraliaOnFire
@Dahl_Consult @NevilleGaunt @AmandaRay02 @KeithKeller @alcgroup @fogle_shane @michelledh @enricomolinari @kashthefuturist 

via @QuickTake
https://t.co/GdVCQ3XH5C",2020/1/10 8:44
x3429955204,x3429955204,DrJDrooghaag,DrJDrooghaag,2020/1/10 8:52,"<U+0001F535> Smoke development and spread in our atmosphere caused by the #AustralianBushfire. This is not ""their problem"", this is OUR problem!

#SDGs <U+0001F30E><U+0001F30D><U+0001F30F><U+0001F310>
@Dahl_Consult @NevilleGaunt @kashthefuturist @fogle_shane @AmandaRay02 @KeithKeller @alcgroup 

via @NASA
https://t.co/BJO3RWPBA2",2020/1/10 8:52
x3429955204,x3429955204,DrJDrooghaag,DrJDrooghaag,2020/1/10 9:00,"<U+0001F535> Explosive Fire Activity in #Australia

#AustralianBushfire #AustraliaOnFire #SDGs
@Dahl_Consult @NevilleGaunt @HansLak @AdamRogers2030 @KeithKeller @alcgroup @AmandaRay02 @kashthefuturist @RichSimmondsZA @Fabriziobustama @Julez_Norton

via @NASAEarth
<U+0001F449> https://t.co/srf4RAZQBo https://t.co/1cXwtCqn6s",2020/1/10 9:00
x2627650517,x2627650517,Beaute_du_Noir,Beaute_du_Noir,2020/1/10 9:05,"#animalsaustralia need help.

#AustralianBushfireDisaster #AustralianBushfire #AustraliaOnFire 
#wildliferescue 

https://t.co/923OxI7S2y",2020/1/10 9:05
x1359533838,x2627650517,MoSchaefer66,Beaute_du_Noir,2020/1/10 9:05,"#animalsaustralia need help.

#AustralianBushfireDisaster #AustralianBushfire #AustraliaOnFire 
#wildliferescue 

https://t.co/923OxI7S2y",2020/1/10 9:05
x1306992120,x2627650517,bozzo1931,Beaute_du_Noir,2020/1/10 9:05,"#animalsaustralia need help.

#AustralianBushfireDisaster #AustralianBushfire #AustraliaOnFire 
#wildliferescue 

https://t.co/923OxI7S2y",2020/1/10 9:05
x125941209,x2627650517,BLIND_DATA24,Beaute_du_Noir,2020/1/10 9:05,"#animalsaustralia need help.

#AustralianBushfireDisaster #AustralianBushfire #AustraliaOnFire 
#wildliferescue 

https://t.co/923OxI7S2y",2020/1/10 9:05
x2898824272,x2627650517,nagoyo07,Beaute_du_Noir,2020/1/10 9:05,"#animalsaustralia need help.

#AustralianBushfireDisaster #AustralianBushfire #AustraliaOnFire 
#wildliferescue 

https://t.co/923OxI7S2y",2020/1/10 9:05
x148481568,x2627650517,BBBudget,Beaute_du_Noir,2020/1/10 9:05,"#animalsaustralia need help.

#AustralianBushfireDisaster #AustralianBushfire #AustraliaOnFire 
#wildliferescue 

https://t.co/923OxI7S2y",2020/1/10 9:05
x2201283403,x2201283403,CopernicusEMS,CopernicusEMS,2020/1/10 9:14,"<U+0001F1E6><U+0001F1FA> <U+0001F525> 
#Sentinel2 <U+0001F1EA><U+0001F1FA><U+0001F6F0>  time serie showing the evolution of the #bushfire in the Batemans Bay area
#BushfireCrisis #NSWbushfire #NSWRFS #AustralianBushfire https://t.co/gtkGy4kVwQ",2020/1/10 9:14
x420554188,x2201283403,FernandoRainr,CopernicusEMS,2020/1/10 9:14,"<U+0001F1E6><U+0001F1FA> <U+0001F525> 
#Sentinel2 <U+0001F1EA><U+0001F1FA><U+0001F6F0>  time serie showing the evolution of the #bushfire in the Batemans Bay area
#BushfireCrisis #NSWbushfire #NSWRFS #AustralianBushfire https://t.co/gtkGy4kVwQ",2020/1/10 9:14
x957947907382136832,x229016226,Jennife15046404,JKSteinberger,2020/1/10 9:17,"Calling all UK climate twitter: the coverage of #AustralianBushfire in UK parliament shows climate denial talking points reign supreme, with Minister @heatherwheeler and MP Richard Drax both making them without correction. https://t.co/UxZiaIWBjw",2020/1/10 9:17
x1053063936172421120,x229016226,KellyTurberfie1,JKSteinberger,2020/1/10 9:17,"Calling all UK climate twitter: the coverage of #AustralianBushfire in UK parliament shows climate denial talking points reign supreme, with Minister @heatherwheeler and MP Richard Drax both making them without correction. https://t.co/UxZiaIWBjw",2020/1/10 9:17
x2150912885,x229016226,SueAuthor,JKSteinberger,2020/1/10 9:17,"Calling all UK climate twitter: the coverage of #AustralianBushfire in UK parliament shows climate denial talking points reign supreme, with Minister @heatherwheeler and MP Richard Drax both making them without correction. https://t.co/UxZiaIWBjw",2020/1/10 9:17
x800414768024518656,x800414768024518656,herbivore_club,herbivore_club,2020/1/10 11:07,"Climate activists are set to march across Australia in their thousands against the devastating bushfires which have killed more than a billion animals and 27 people so far <U+0001F525>

#AustralianBushfireDisaster
#AustralianBushfire
#AustraliaBurning

https://t.co/HbCtXNedAD",2020/1/10 11:07
x902276340,x825783812227489794,marilynwinders,Jr3597,2020/1/10 11:42,<U+0001F625> #AustraliaFires #BushFireCrisisAustralia #DunnsRoadFire #AustralianBushfireDisaster #AustralianBushfire https://t.co/qhGtilOJZQ,2020/1/10 11:42
