nl;contrat_code;contrat_annee;contrat_lieu;contrat_code_lieu;cantiere;lien_F1F2;Lien_codeF1CodeF2;ind_fonction1;ind1_label;ind1_n_act;ind1_C_std;ind1_N_std;ind1_Code_PR;ind1_Code_O;ind_fonction2;ind2_label;ind2_n_act;ind2_C_std;ind2_N_std;ind2_Code_PR;ind2_Code_O
366;C1713_01_187;1713;venaria;VEN;venaria;G2-S1;G-S;G2;2 [Seitto] G. (NS/Vse);2;[seitto];giuseppe;NS;Vse;S1;380 Vercelli G. (M_P/Vse);380;vercelli;giacomo detto canova;M_P;Vse
367;C1713_01_187;1713;venaria;VEN;venaria;G2-S2;G-S;G2;2 [Seitto] G. (NS/Vse);2;[seitto];giuseppe;NS;Vse;S2;381 Vercelli G. (M_P/Vse);381;vercelli;gio batta detto canova;M_P;Vse
368;C1713_01_187;1713;venaria;VEN;venaria;G2-S3;G-S;G2;2 [Seitto] G. (NS/Vse);2;[seitto];giuseppe;NS;Vse;S3;231 Miretto V. (M_P/Vse);231;miretto;valentino;M_P;Vse
369;C1713_01_187;1713;venaria;VEN;venaria;G2-S4;G-S;G2;2 [Seitto] G. (NS/Vse);2;[seitto];giuseppe;NS;Vse;S4;371 Valzo G. (M_P/BI);371;valzo;gio lorenzo;M_P;BI
370;C1713_01_187;1713;venaria;VEN;venaria;S1-S2;S-S;S1;380 Vercelli G. (M_P/Vse);380;vercelli;giacomo detto canova;M_P;Vse;S2;381 Vercelli G. (M_P/Vse);381;vercelli;gio batta detto canova;M_P;Vse
371;C1713_01_187;1713;venaria;VEN;venaria;S1-S3;S-S;S1;380 Vercelli G. (M_P/Vse);380;vercelli;giacomo detto canova;M_P;Vse;S3;231 Miretto V. (M_P/Vse);231;miretto;valentino;M_P;Vse
372;C1713_01_187;1713;venaria;VEN;venaria;S1-S4;S-S;S1;380 Vercelli G. (M_P/Vse);380;vercelli;giacomo detto canova;M_P;Vse;S4;371 Valzo G. (M_P/BI);371;valzo;gio lorenzo;M_P;BI
373;C1713_01_187;1713;venaria;VEN;venaria;S2-S3;S-S;S2;381 Vercelli G. (M_P/Vse);381;vercelli;gio batta detto canova;M_P;Vse;S3;231 Miretto V. (M_P/Vse);231;miretto;valentino;M_P;Vse
374;C1713_01_187;1713;venaria;VEN;venaria;S2-S4;S-S;S2;381 Vercelli G. (M_P/Vse);381;vercelli;gio batta detto canova;M_P;Vse;S4;371 Valzo G. (M_P/BI);371;valzo;gio lorenzo;M_P;BI
375;C1713_01_187;1713;venaria;VEN;venaria;S3-S4;S-S;S3;231 Miretto V. (M_P/Vse);231;miretto;valentino;M_P;Vse;S4;371 Valzo G. (M_P/BI);371;valzo;gio lorenzo;M_P;BI
376;C1713_01_194;1713;venaria;VEN;venaria;S1-S2;S-S;S1;380 Vercelli G. (M_P/Vse);380;vercelli;giacomo detto canova;M_P;Vse;S2;381 Vercelli G. (M_P/Vse);381;vercelli;gio batta detto canova;M_P;Vse
377;C1713_01_194;1713;venaria;VEN;venaria;S1-S3;S-S;S1;380 Vercelli G. (M_P/Vse);380;vercelli;giacomo detto canova;M_P;Vse;S3;371 Valzo G. (M_P/BI);371;valzo;gio lorenzo;M_P;BI
378;C1713_01_194;1713;venaria;VEN;venaria;S1-S4;S-S;S1;380 Vercelli G. (M_P/Vse);380;vercelli;giacomo detto canova;M_P;Vse;S4;220 Meietto V. (M_P/NS);220;meietto;valentino (non presente solo nominato);M_P;NS
379;C1713_01_194;1713;venaria;VEN;venaria;S2-S3;S-S;S2;381 Vercelli G. (M_P/Vse);381;vercelli;gio batta detto canova;M_P;Vse;S3;371 Valzo G. (M_P/BI);371;valzo;gio lorenzo;M_P;BI
380;C1713_01_194;1713;venaria;VEN;venaria;S2-S4;S-S;S2;381 Vercelli G. (M_P/Vse);381;vercelli;gio batta detto canova;M_P;Vse;S4;220 Meietto V. (M_P/NS);220;meietto;valentino (non presente solo nominato);M_P;NS
381;C1713_01_194;1713;venaria;VEN;venaria;S3-S4;S-S;S3;371 Valzo G. (M_P/BI);371;valzo;gio lorenzo;M_P;BI;S4;220 Meietto V. (M_P/NS);220;meietto;valentino (non presente solo nominato);M_P;NS
382;C1713_01_198;1713;torino;TO;torino porta susina;G1-G2;G-G;G1;321 Rondoletto M. (NS/BI);321;rondoletto;martino;NS;BI;G2;152 Gaja P. (M/BI);152;gaja;pietro;M;BI
383;C1713_01_198;1713;torino;TO;torino porta susina;G1-S1;G-S;G1;321 Rondoletto M. (NS/BI);321;rondoletto;martino;NS;BI;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
384;C1713_01_198;1713;torino;TO;torino porta susina;G1-S2;G-S;G1;321 Rondoletto M. (NS/BI);321;rondoletto;martino;NS;BI;S2;218 Mastalone P. (NS/TO C);218;mastalone;pietro francesco;NS;TO C
385;C1713_01_198;1713;torino;TO;torino porta susina;G2-S1;G-S;G2;152 Gaja P. (M/BI);152;gaja;pietro;M;BI;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
386;C1713_01_198;1713;torino;TO;torino porta susina;G2-S2;G-S;G2;152 Gaja P. (M/BI);152;gaja;pietro;M;BI;S2;218 Mastalone P. (NS/TO C);218;mastalone;pietro francesco;NS;TO C
387;C1713_01_198;1713;torino;TO;torino porta susina;S1-S2;S-S;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S2;218 Mastalone P. (NS/TO C);218;mastalone;pietro francesco;NS;TO C
388;C1713_01_204;1713;venaria;VEN;venaria;G1-G2;G-G;G1;96 Casasopra L. (TOL/LU);96;casasopra;ludovico;TOL;LU;G2;297 Richiardo G. (NS/TO C);297;richiardo;gio francesco;NS;TO C
389;C1713_01_204;1713;venaria;VEN;venaria;G1-S1;G-S;G1;96 Casasopra L. (TOL/LU);96;casasopra;ludovico;TOL;LU;S1;84 Candellero G. (TOL/TO C);84;candellero;giuseppe;TOL;TO C
390;C1713_01_204;1713;venaria;VEN;venaria;G2-S1;G-S;G2;297 Richiardo G. (NS/TO C);297;richiardo;gio francesco;NS;TO C;S1;84 Candellero G. (TOL/TO C);84;candellero;giuseppe;TOL;TO C
391;C1713_01_208;1713;torino;TO;torino cappella del santissimo sudario;G1-G2;G-G;G1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI;G2;100 Castelli M. (M_F/RO);100;castelli;marco fabio detto il romano;M_F;RO
392;C1713_01_208;1713;torino;TO;torino cappella del santissimo sudario;G1-S1;G-S;G1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI;S1;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI
393;C1713_01_208;1713;torino;TO;torino cappella del santissimo sudario;G2-S1;G-S;G2;100 Castelli M. (M_F/RO);100;castelli;marco fabio detto il romano;M_F;RO;S1;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI
394;C1713_01_210;1713;torino;TO;torino cittadella;G1-G2;G-G;G1;363 Tovazzo C. (mercante/NS);363;tovazzo;claudio;mercante;NS;G2;1 [Morinache] C. (NS/TO C);1;[morinache];carlo giuseppe;NS;TO C
395;C1713_01_210;1713;torino;TO;torino cittadella;G1-S1;G-S;G1;363 Tovazzo C. (mercante/NS);363;tovazzo;claudio;mercante;NS;S1;18 Darbesio G. (NS/TO);18;darbesio;gio batta;NS;TO
396;C1713_01_210;1713;torino;TO;torino cittadella;G1-S2;G-S;G1;363 Tovazzo C. (mercante/NS);363;tovazzo;claudio;mercante;NS;S2;242 Oreglia C. (NS/TO C);242;oreglia;carlo giuseppe;NS;TO C
397;C1713_01_210;1713;torino;TO;torino cittadella;G2-S1;G-S;G2;1 [Morinache] C. (NS/TO C);1;[morinache];carlo giuseppe;NS;TO C;S1;18 Darbesio G. (NS/TO);18;darbesio;gio batta;NS;TO
398;C1713_01_210;1713;torino;TO;torino cittadella;G2-S2;G-S;G2;1 [Morinache] C. (NS/TO C);1;[morinache];carlo giuseppe;NS;TO C;S2;242 Oreglia C. (NS/TO C);242;oreglia;carlo giuseppe;NS;TO C
399;C1713_01_210;1713;torino;TO;torino cittadella;S1-S2;S-S;S1;18 Darbesio G. (NS/TO);18;darbesio;gio batta;NS;TO;S2;242 Oreglia C. (NS/TO C);242;oreglia;carlo giuseppe;NS;TO C
400;C1713_01_216;1713;torino;TO;torino cittadella;G1-G2;G-G;G1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI;G2;254 Pelloli F. (M_F/MI);254;pelloli;francesco antonio;M_F;MI
401;C1713_01_216;1713;torino;TO;torino cittadella;G1-S1;G-S;G1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI;S1;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI
402;C1713_01_216;1713;torino;TO;torino cittadella;G2-S1;G-S;G2;254 Pelloli F. (M_F/MI);254;pelloli;francesco antonio;M_F;MI;S1;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI
403;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;G1-G2;G-G;G1;96 Casasopra L. (TOL/LU);96;casasopra;ludovico;TOL;LU;G2;308 Rizzo F. (NS/TO C);308;rizzo;francesco antonio;NS;TO C
404;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;G1-S1;G-S;G1;96 Casasopra L. (TOL/LU);96;casasopra;ludovico;TOL;LU;S1;386 Vittino G. (IMP/BI);386;vittino;gio francesco;IMP;BI
405;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;G1-S2;G-S;G1;96 Casasopra L. (TOL/LU);96;casasopra;ludovico;TOL;LU;S2;228 Menafoglio G. (IMP/MI);228;menafoglio;gioanni;IMP;MI
406;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;G1-S3;G-S;G1;96 Casasopra L. (TOL/LU);96;casasopra;ludovico;TOL;LU;S3;205 Maffei C. (CM_B/TO C);205;maffei;carlo;CM_B;TO C
407;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;G1-S4;G-S;G1;96 Casasopra L. (TOL/LU);96;casasopra;ludovico;TOL;LU;S4;58 Blenio P. (IMP/MI);58;blenio;paolo;IMP;MI
408;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;G2-S1;G-S;G2;308 Rizzo F. (NS/TO C);308;rizzo;francesco antonio;NS;TO C;S1;386 Vittino G. (IMP/BI);386;vittino;gio francesco;IMP;BI
409;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;G2-S2;G-S;G2;308 Rizzo F. (NS/TO C);308;rizzo;francesco antonio;NS;TO C;S2;228 Menafoglio G. (IMP/MI);228;menafoglio;gioanni;IMP;MI
410;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;G2-S3;G-S;G2;308 Rizzo F. (NS/TO C);308;rizzo;francesco antonio;NS;TO C;S3;205 Maffei C. (CM_B/TO C);205;maffei;carlo;CM_B;TO C
411;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;G2-S4;G-S;G2;308 Rizzo F. (NS/TO C);308;rizzo;francesco antonio;NS;TO C;S4;58 Blenio P. (IMP/MI);58;blenio;paolo;IMP;MI
412;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;S1-S2;S-S;S1;386 Vittino G. (IMP/BI);386;vittino;gio francesco;IMP;BI;S2;228 Menafoglio G. (IMP/MI);228;menafoglio;gioanni;IMP;MI
413;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;S1-S3;S-S;S1;386 Vittino G. (IMP/BI);386;vittino;gio francesco;IMP;BI;S3;205 Maffei C. (CM_B/TO C);205;maffei;carlo;CM_B;TO C
414;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;S1-S4;S-S;S1;386 Vittino G. (IMP/BI);386;vittino;gio francesco;IMP;BI;S4;58 Blenio P. (IMP/MI);58;blenio;paolo;IMP;MI
415;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;S2-S3;S-S;S2;228 Menafoglio G. (IMP/MI);228;menafoglio;gioanni;IMP;MI;S3;205 Maffei C. (CM_B/TO C);205;maffei;carlo;CM_B;TO C
416;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;S2-S4;S-S;S2;228 Menafoglio G. (IMP/MI);228;menafoglio;gioanni;IMP;MI;S4;58 Blenio P. (IMP/MI);58;blenio;paolo;IMP;MI
417;C1713_01_220;1713;pinerolo;PIN;pinerolo arsenale;S3-S4;S-S;S3;205 Maffei C. (CM_B/TO C);205;maffei;carlo;CM_B;TO C;S4;58 Blenio P. (IMP/MI);58;blenio;paolo;IMP;MI
418;C1713_01_228;1713;mondovì;MON;mondovì caserma;G1-S1;G-S;G1;194 Lanzavecchia G. (NS/TO C);194;lanzavecchia;gioanni;NS;TO C;S1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
419;C1713_01_235;1713;torino;TO;torino unversità degli studi;G1-G2;G-G;G1;38 Berta G. (NS/LU);38;berta;giacomo;NS;LU;G2;27 Bello P. (NS/BI);27;bello;pietro;NS;BI
420;C1713_01_235;1713;torino;TO;torino unversità degli studi;G1-S1;G-S;G1;38 Berta G. (NS/LU);38;berta;giacomo;NS;LU;S1;288 Quadrone B. (CM_P/MI);288;quadrone;bartolomeo;CM_P;MI
421;C1713_01_235;1713;torino;TO;torino unversità degli studi;G1-S2;G-S;G1;38 Berta G. (NS/LU);38;berta;giacomo;NS;LU;S2;97 Casella A. (CM_P/LU);97;casella;antonio;CM_P;LU
422;C1713_01_235;1713;torino;TO;torino unversità degli studi;G1-S3;G-S;G1;38 Berta G. (NS/LU);38;berta;giacomo;NS;LU;S3;10 Aprile F. (CM_P/LU);10;aprile;francesco;CM_P;LU
423;C1713_01_235;1713;torino;TO;torino unversità degli studi;G2-S1;G-S;G2;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S1;288 Quadrone B. (CM_P/MI);288;quadrone;bartolomeo;CM_P;MI
424;C1713_01_235;1713;torino;TO;torino unversità degli studi;G2-S2;G-S;G2;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S2;97 Casella A. (CM_P/LU);97;casella;antonio;CM_P;LU
425;C1713_01_235;1713;torino;TO;torino unversità degli studi;G2-S3;G-S;G2;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S3;10 Aprile F. (CM_P/LU);10;aprile;francesco;CM_P;LU
426;C1713_01_235;1713;torino;TO;torino unversità degli studi;S1-S2;S-S;S1;288 Quadrone B. (CM_P/MI);288;quadrone;bartolomeo;CM_P;MI;S2;97 Casella A. (CM_P/LU);97;casella;antonio;CM_P;LU
427;C1713_01_235;1713;torino;TO;torino unversità degli studi;S1-S3;S-S;S1;288 Quadrone B. (CM_P/MI);288;quadrone;bartolomeo;CM_P;MI;S3;10 Aprile F. (CM_P/LU);10;aprile;francesco;CM_P;LU
428;C1713_01_235;1713;torino;TO;torino unversità degli studi;S2-S3;S-S;S2;97 Casella A. (CM_P/LU);97;casella;antonio;CM_P;LU;S3;10 Aprile F. (CM_P/LU);10;aprile;francesco;CM_P;LU
429;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G1-G2;G-G;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;G2;227 Menafoglio F. (NS/MI);227;menafoglio;francesco andrea;NS;MI
430;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G1-S1;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
431;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G1-S2;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
432;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G1-S3;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
433;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G1-S4;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
434;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G1-S5;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S5;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
435;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G2-S1;G-S;G2;227 Menafoglio F. (NS/MI);227;menafoglio;francesco andrea;NS;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
436;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G2-S2;G-S;G2;227 Menafoglio F. (NS/MI);227;menafoglio;francesco andrea;NS;MI;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
437;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G2-S3;G-S;G2;227 Menafoglio F. (NS/MI);227;menafoglio;francesco andrea;NS;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
438;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G2-S4;G-S;G2;227 Menafoglio F. (NS/MI);227;menafoglio;francesco andrea;NS;MI;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
439;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;G2-S5;G-S;G2;227 Menafoglio F. (NS/MI);227;menafoglio;francesco andrea;NS;MI;S5;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
440;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;S1-S2;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
441;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;S1-S3;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
442;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;S1-S4;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
443;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;S1-S5;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S5;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
444;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;S2-S3;S-S;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
445;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;S2-S4;S-S;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
446;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;S2-S5;S-S;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S5;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
447;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;S3-S4;S-S;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
448;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;S3-S5;S-S;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S5;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
449;C1713_01_241;1713;valenza;VAL;valenza fortificazioni;S4-S5;S-S;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI;S5;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
450;C1713_01_248;1713;casale;CA;casale castello;G1-G2;G-G;G1;357 Tognasco C. (NS/LU);357;tognasco;christoforo;NS;LU;G2;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI
451;C1713_01_248;1713;casale;CA;casale castello;G1-S1;G-S;G1;357 Tognasco C. (NS/LU);357;tognasco;christoforo;NS;LU;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
452;C1713_01_248;1713;casale;CA;casale castello;G1-S2;G-S;G1;357 Tognasco C. (NS/LU);357;tognasco;christoforo;NS;LU;S2;276 Pinchetti P. (NS/MI);276;pinchetti;paolo;NS;MI
453;C1713_01_248;1713;casale;CA;casale castello;G1-S3;G-S;G1;357 Tognasco C. (NS/LU);357;tognasco;christoforo;NS;LU;S3;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
454;C1713_01_248;1713;casale;CA;casale castello;G1-S4;G-S;G1;357 Tognasco C. (NS/LU);357;tognasco;christoforo;NS;LU;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
455;C1713_01_248;1713;casale;CA;casale castello;G2-S1;G-S;G2;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
456;C1713_01_248;1713;casale;CA;casale castello;G2-S2;G-S;G2;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI;S2;276 Pinchetti P. (NS/MI);276;pinchetti;paolo;NS;MI
457;C1713_01_248;1713;casale;CA;casale castello;G2-S3;G-S;G2;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI;S3;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
458;C1713_01_248;1713;casale;CA;casale castello;G2-S4;G-S;G2;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
459;C1713_01_248;1713;casale;CA;casale castello;S1-S2;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S2;276 Pinchetti P. (NS/MI);276;pinchetti;paolo;NS;MI
460;C1713_01_248;1713;casale;CA;casale castello;S1-S3;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S3;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
461;C1713_01_248;1713;casale;CA;casale castello;S1-S4;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
462;C1713_01_248;1713;casale;CA;casale castello;S2-S3;S-S;S2;276 Pinchetti P. (NS/MI);276;pinchetti;paolo;NS;MI;S3;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
463;C1713_01_248;1713;casale;CA;casale castello;S2-S4;S-S;S2;276 Pinchetti P. (NS/MI);276;pinchetti;paolo;NS;MI;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
464;C1713_01_248;1713;casale;CA;casale castello;S3-S4;S-S;S3;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI;S4;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
465;C1713_01_252;1713;brunetta;BR;brunetta;G1-G2;G-G;G1;304 Rippelli F. (NS/VL);304;rippelli;francesco;NS;VL;G2;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu
466;C1713_01_252;1713;brunetta;BR;brunetta;G1-S1;G-S;G1;304 Rippelli F. (NS/VL);304;rippelli;francesco;NS;VL;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
467;C1713_01_252;1713;brunetta;BR;brunetta;G1-S2;G-S;G1;304 Rippelli F. (NS/VL);304;rippelli;francesco;NS;VL;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu
468;C1713_01_252;1713;brunetta;BR;brunetta;G1-S3;G-S;G1;304 Rippelli F. (NS/VL);304;rippelli;francesco;NS;VL;S3;36 Bellotto L. (IMP/Vsu);36;bellotto;lorenzo;IMP;Vsu
469;C1713_01_252;1713;brunetta;BR;brunetta;G1-S4;G-S;G1;304 Rippelli F. (NS/VL);304;rippelli;francesco;NS;VL;S4;294 Remo M. (IMP/Vsu);294;remo;marco;IMP;Vsu
470;C1713_01_252;1713;brunetta;BR;brunetta;G2-S1;G-S;G2;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
471;C1713_01_252;1713;brunetta;BR;brunetta;G2-S2;G-S;G2;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu
472;C1713_01_252;1713;brunetta;BR;brunetta;G2-S3;G-S;G2;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu;S3;36 Bellotto L. (IMP/Vsu);36;bellotto;lorenzo;IMP;Vsu
473;C1713_01_252;1713;brunetta;BR;brunetta;G2-S4;G-S;G2;342 Sereno M. (IMP/Vsu);342;sereno;michele;IMP;Vsu;S4;294 Remo M. (IMP/Vsu);294;remo;marco;IMP;Vsu
474;C1713_01_252;1713;brunetta;BR;brunetta;S1-S2;S-S;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu
475;C1713_01_252;1713;brunetta;BR;brunetta;S1-S3;S-S;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S3;36 Bellotto L. (IMP/Vsu);36;bellotto;lorenzo;IMP;Vsu
476;C1713_01_252;1713;brunetta;BR;brunetta;S1-S4;S-S;S1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S4;294 Remo M. (IMP/Vsu);294;remo;marco;IMP;Vsu
477;C1713_01_252;1713;brunetta;BR;brunetta;S2-S3;S-S;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu;S3;36 Bellotto L. (IMP/Vsu);36;bellotto;lorenzo;IMP;Vsu
478;C1713_01_252;1713;brunetta;BR;brunetta;S2-S4;S-S;S2;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu;S4;294 Remo M. (IMP/Vsu);294;remo;marco;IMP;Vsu
479;C1713_01_252;1713;brunetta;BR;brunetta;S3-S4;S-S;S3;36 Bellotto L. (IMP/Vsu);36;bellotto;lorenzo;IMP;Vsu;S4;294 Remo M. (IMP/Vsu);294;remo;marco;IMP;Vsu
480;C1713_01_256;1713;brunetta;BR;brunetta;G1-G2;G-G;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;G2;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
481;C1713_01_256;1713;brunetta;BR;brunetta;G1-S1;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S1;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI
482;C1713_01_256;1713;brunetta;BR;brunetta;G1-S2;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S2;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI
483;C1713_01_256;1713;brunetta;BR;brunetta;G1-S3;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S3;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
