nl;contrat_code;contrat_annee;contrat_lieu;contrat_code_lieu;cantiere;lien_F1F2;Lien_codeF1CodeF2;ind_fonction1;ind1_label;ind1_n_act;ind1_C_std;ind1_N_std;ind1_Code_PR;ind1_Code_O;ind_fonction2;ind2_label;ind2_n_act;ind2_C_std;ind2_N_std;ind2_Code_PR;ind2_Code_O
844;C1715_03_054;1715;torino;TO;torino unversità degli studi;A1-G1;A-G;A1;254 Pelloli F. (M_F/MI);254;pelloli;francesco antonio;M_F;MI;G1;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI
845;C1715_03_054;1715;torino;TO;torino unversità degli studi;A1-S1;A-S;A1;254 Pelloli F. (M_F/MI);254;pelloli;francesco antonio;M_F;MI;S1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI
846;C1715_03_054;1715;torino;TO;torino unversità degli studi;A1-S2;A-S;A1;254 Pelloli F. (M_F/MI);254;pelloli;francesco antonio;M_F;MI;S2;100 Castelli M. (M_F/RO);100;castelli;marco fabio detto il romano;M_F;RO
847;C1715_03_054;1715;torino;TO;torino unversità degli studi;G1-S1;G-S;G1;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI;S1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI
848;C1715_03_054;1715;torino;TO;torino unversità degli studi;G1-S2;G-S;G1;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI;S2;100 Castelli M. (M_F/RO);100;castelli;marco fabio detto il romano;M_F;RO
849;C1715_03_054;1715;torino;TO;torino unversità degli studi;S1-S2;S-S;S1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI;S2;100 Castelli M. (M_F/RO);100;castelli;marco fabio detto il romano;M_F;RO
850;C1715_03_058;1715;torino;TO;torino unversità degli studi;A1-G1;A-G;A1;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI;G1;390 Zo G. (M_F/BI);390;zo;gio batta;M_F;BI
851;C1715_03_058;1715;torino;TO;torino unversità degli studi;A1-S1;A-S;A1;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI;S1;369 Ugliengo C. (M_Min/BI);369;ugliengo;carlo maria;M_Min;BI
852;C1715_03_058;1715;torino;TO;torino unversità degli studi;G1-S1;G-S;G1;390 Zo G. (M_F/BI);390;zo;gio batta;M_F;BI;S1;369 Ugliengo C. (M_Min/BI);369;ugliengo;carlo maria;M_Min;BI
853;C1715_03_063;1715;valdocco;VALD;valdocco fabbrica canne da fucile;A1-G1;A-G;A1;301 Righino P. (fondichiere/NS);301;righino;paulo;fondichiere;NS;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI
854;C1715_03_063;1715;valdocco;VALD;valdocco fabbrica canne da fucile;A1-S1;A-S;A1;301 Righino P. (fondichiere/NS);301;righino;paulo;fondichiere;NS;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
855;C1715_03_063;1715;valdocco;VALD;valdocco fabbrica canne da fucile;A1-S2;A-S;A1;301 Righino P. (fondichiere/NS);301;righino;paulo;fondichiere;NS;S2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
856;C1715_03_063;1715;valdocco;VALD;valdocco fabbrica canne da fucile;A1-S3;A-S;A1;301 Righino P. (fondichiere/NS);301;righino;paulo;fondichiere;NS;S3;50 Bianco A. (CM/NS);50;bianco;andrea;CM;NS
857;C1715_03_063;1715;valdocco;VALD;valdocco fabbrica canne da fucile;G1-S1;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
858;C1715_03_063;1715;valdocco;VALD;valdocco fabbrica canne da fucile;G1-S2;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
859;C1715_03_063;1715;valdocco;VALD;valdocco fabbrica canne da fucile;G1-S3;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S3;50 Bianco A. (CM/NS);50;bianco;andrea;CM;NS
860;C1715_03_063;1715;valdocco;VALD;valdocco fabbrica canne da fucile;S1-S2;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
861;C1715_03_063;1715;valdocco;VALD;valdocco fabbrica canne da fucile;S1-S3;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S3;50 Bianco A. (CM/NS);50;bianco;andrea;CM;NS
862;C1715_03_063;1715;valdocco;VALD;valdocco fabbrica canne da fucile;S2-S3;S-S;S2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI;S3;50 Bianco A. (CM/NS);50;bianco;andrea;CM;NS
863;C1715_03_068;1715;torino;TO;torino università degli studi;A1-G1;A-G;A1;129 Faiola A. (NS/TO C);129;faiola;antonio;NS;TO C;G1;327 Saccarello O. (NS/TO C);327;saccarello;ottavio;NS;TO C
864;C1715_03_068;1715;torino;TO;torino università degli studi;A1-S1;A-S;A1;129 Faiola A. (NS/TO C);129;faiola;antonio;NS;TO C;S1;172 Gianone P. (NS/TO C);172;gianone;pietro;NS;TO C
865;C1715_03_068;1715;torino;TO;torino università degli studi;G1-S1;G-S;G1;327 Saccarello O. (NS/TO C);327;saccarello;ottavio;NS;TO C;S1;172 Gianone P. (NS/TO C);172;gianone;pietro;NS;TO C
866;C1716_03_077;1716;venaria;VEN;venaria regia cappella;A1-G1;A-G;A1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI;G1;237 Mosso G. (NS/TO C);237;mosso;gio eusebio;NS;TO C
867;C1716_03_077;1716;venaria;VEN;venaria regia cappella;A1-S1;A-S;A1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI;S1;180 Gobbi A. (CM/MI);180;gobbi;ambroggio;CM;MI
868;C1716_03_077;1716;venaria;VEN;venaria regia cappella;A1-S2;A-S;A1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI;S2;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI
869;C1716_03_077;1716;venaria;VEN;venaria regia cappella;A1-S3;A-S;A1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI;S3;35 Bellotto G. (IMP/MI);35;bellotto;giacomo;IMP;MI
870;C1716_03_077;1716;venaria;VEN;venaria regia cappella;A1-S4;A-S;A1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI;S4;330 Salla G. (CM/MI);330;salla;gioanni;CM;MI
871;C1716_03_077;1716;venaria;VEN;venaria regia cappella;G1-S1;G-S;G1;237 Mosso G. (NS/TO C);237;mosso;gio eusebio;NS;TO C;S1;180 Gobbi A. (CM/MI);180;gobbi;ambroggio;CM;MI
872;C1716_03_077;1716;venaria;VEN;venaria regia cappella;G1-S2;G-S;G1;237 Mosso G. (NS/TO C);237;mosso;gio eusebio;NS;TO C;S2;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI
873;C1716_03_077;1716;venaria;VEN;venaria regia cappella;G1-S3;G-S;G1;237 Mosso G. (NS/TO C);237;mosso;gio eusebio;NS;TO C;S3;35 Bellotto G. (IMP/MI);35;bellotto;giacomo;IMP;MI
874;C1716_03_077;1716;venaria;VEN;venaria regia cappella;G1-S4;G-S;G1;237 Mosso G. (NS/TO C);237;mosso;gio eusebio;NS;TO C;S4;330 Salla G. (CM/MI);330;salla;gioanni;CM;MI
875;C1716_03_077;1716;venaria;VEN;venaria regia cappella;S1-S2;S-S;S1;180 Gobbi A. (CM/MI);180;gobbi;ambroggio;CM;MI;S2;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI
876;C1716_03_077;1716;venaria;VEN;venaria regia cappella;S1-S3;S-S;S1;180 Gobbi A. (CM/MI);180;gobbi;ambroggio;CM;MI;S3;35 Bellotto G. (IMP/MI);35;bellotto;giacomo;IMP;MI
877;C1716_03_077;1716;venaria;VEN;venaria regia cappella;S1-S4;S-S;S1;180 Gobbi A. (CM/MI);180;gobbi;ambroggio;CM;MI;S4;330 Salla G. (CM/MI);330;salla;gioanni;CM;MI
878;C1716_03_077;1716;venaria;VEN;venaria regia cappella;S2-S3;S-S;S2;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI;S3;35 Bellotto G. (IMP/MI);35;bellotto;giacomo;IMP;MI
879;C1716_03_077;1716;venaria;VEN;venaria regia cappella;S2-S4;S-S;S2;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI;S4;330 Salla G. (CM/MI);330;salla;gioanni;CM;MI
880;C1716_03_077;1716;venaria;VEN;venaria regia cappella;S3-S4;S-S;S3;35 Bellotto G. (IMP/MI);35;bellotto;giacomo;IMP;MI;S4;330 Salla G. (CM/MI);330;salla;gioanni;CM;MI
881;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;A1-G1;A-G;A1;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;G1;269 Piazzollo F. (NS/MI);269;piazzollo;francesco;NS;MI
882;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;A1-S1;A-S;A1;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
883;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;A1-S2;A-S;A1;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
884;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;A1-S3;A-S;A1;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
885;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;A1-S4;A-S;A1;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;S4;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
886;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;A1-S5;A-S;A1;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;S5;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
887;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;A1-S6;A-S;A1;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;S6;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
888;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;G1-S1;G-S;G1;269 Piazzollo F. (NS/MI);269;piazzollo;francesco;NS;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
889;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;G1-S2;G-S;G1;269 Piazzollo F. (NS/MI);269;piazzollo;francesco;NS;MI;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
890;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;G1-S3;G-S;G1;269 Piazzollo F. (NS/MI);269;piazzollo;francesco;NS;MI;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
891;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;G1-S4;G-S;G1;269 Piazzollo F. (NS/MI);269;piazzollo;francesco;NS;MI;S4;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
892;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;G1-S5;G-S;G1;269 Piazzollo F. (NS/MI);269;piazzollo;francesco;NS;MI;S5;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
893;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;G1-S6;G-S;G1;269 Piazzollo F. (NS/MI);269;piazzollo;francesco;NS;MI;S6;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
894;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S1-S2;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
895;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S1-S3;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
896;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S1-S4;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S4;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
897;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S1-S5;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S5;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
898;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S1-S6;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S6;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
899;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S2-S3;S-S;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
900;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S2-S4;S-S;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S4;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
901;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S2-S5;S-S;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S5;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
902;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S2-S6;S-S;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S6;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
903;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S3-S4;S-S;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI;S4;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI
904;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S3-S5;S-S;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI;S5;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
905;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S3-S6;S-S;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI;S6;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
906;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S4-S5;S-S;S4;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI;S5;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
907;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S4-S6;S-S;S4;111 Constanzo B. (IMP/PI);111;constanzo;bartolomeo;IMP;PI;S6;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
908;C1716_03_085;1716;valenza e alessandria;VALAL;valenza e alessandria fortificazioni;S5-S6;S-S;S5;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S6;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
909;C1716_03_090;1716;torino;TO;torino cittadella;A1-G1;A-G;A1;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI
910;C1716_03_090;1716;torino;TO;torino cittadella;A1-S1;A-S;A1;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
911;C1716_03_090;1716;torino;TO;torino cittadella;A1-S2;A-S;A1;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
912;C1716_03_090;1716;torino;TO;torino cittadella;A1-S3;A-S;A1;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
913;C1716_03_090;1716;torino;TO;torino cittadella;A1-S4;A-S;A1;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI;S4;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
914;C1716_03_090;1716;torino;TO;torino cittadella;A1-S5;A-S;A1;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI;S5;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
915;C1716_03_090;1716;torino;TO;torino cittadella;G1-S1;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
916;C1716_03_090;1716;torino;TO;torino cittadella;G1-S2;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
917;C1716_03_090;1716;torino;TO;torino cittadella;G1-S3;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
918;C1716_03_090;1716;torino;TO;torino cittadella;G1-S4;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S4;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
919;C1716_03_090;1716;torino;TO;torino cittadella;G1-S5;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S5;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
920;C1716_03_090;1716;torino;TO;torino cittadella;S1-S2;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
921;C1716_03_090;1716;torino;TO;torino cittadella;S1-S3;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
922;C1716_03_090;1716;torino;TO;torino cittadella;S1-S4;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S4;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
923;C1716_03_090;1716;torino;TO;torino cittadella;S1-S5;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S5;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
924;C1716_03_090;1716;torino;TO;torino cittadella;S2-S3;S-S;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
925;C1716_03_090;1716;torino;TO;torino cittadella;S2-S4;S-S;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S4;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
926;C1716_03_090;1716;torino;TO;torino cittadella;S2-S5;S-S;S2;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S5;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
927;C1716_03_090;1716;torino;TO;torino cittadella;S3-S4;S-S;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI;S4;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
928;C1716_03_090;1716;torino;TO;torino cittadella;S3-S5;S-S;S3;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI;S5;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
929;C1716_03_090;1716;torino;TO;torino cittadella;S4-S5;S-S;S4;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S5;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
930;C1716_03_095;1716;casale;CA;casale castello;A1-G1;A-G;A1;225 Menafoglio C. (NS/MI);225;menafoglio;carlo agostino;NS;MI;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI
931;C1716_03_095;1716;casale;CA;casale castello;A1-S1;A-S;A1;225 Menafoglio C. (NS/MI);225;menafoglio;carlo agostino;NS;MI;S1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
932;C1716_03_095;1716;casale;CA;casale castello;A1-S2;A-S;A1;225 Menafoglio C. (NS/MI);225;menafoglio;carlo agostino;NS;MI;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
933;C1716_03_095;1716;casale;CA;casale castello;A1-S3;A-S;A1;225 Menafoglio C. (NS/MI);225;menafoglio;carlo agostino;NS;MI;S3;229 Menafoglio N. (IMP/MI);229;menafoglio;natale;IMP;MI
934;C1716_03_095;1716;casale;CA;casale castello;A1-S4;A-S;A1;225 Menafoglio C. (NS/MI);225;menafoglio;carlo agostino;NS;MI;S4;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
935;C1716_03_095;1716;casale;CA;casale castello;G1-S1;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
936;C1716_03_095;1716;casale;CA;casale castello;G1-S2;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
937;C1716_03_095;1716;casale;CA;casale castello;G1-S3;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S3;229 Menafoglio N. (IMP/MI);229;menafoglio;natale;IMP;MI
938;C1716_03_095;1716;casale;CA;casale castello;G1-S4;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S4;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
939;C1716_03_095;1716;casale;CA;casale castello;S1-S2;S-S;S1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
940;C1716_03_095;1716;casale;CA;casale castello;S1-S3;S-S;S1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S3;229 Menafoglio N. (IMP/MI);229;menafoglio;natale;IMP;MI
941;C1716_03_095;1716;casale;CA;casale castello;S1-S4;S-S;S1;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI;S4;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
942;C1716_03_095;1716;casale;CA;casale castello;S2-S3;S-S;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S3;229 Menafoglio N. (IMP/MI);229;menafoglio;natale;IMP;MI
943;C1716_03_095;1716;casale;CA;casale castello;S2-S4;S-S;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S4;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
944;C1716_03_095;1716;casale;CA;casale castello;S3-S4;S-S;S3;229 Menafoglio N. (IMP/MI);229;menafoglio;natale;IMP;MI;S4;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
945;C1716_03_104;1716;brunetta;BR;brunetta;A1-G1;A-G;A1;203 Maciotta G. (NS/BI);203;maciotta;gio maria;NS;BI;G1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
946;C1716_03_104;1716;brunetta;BR;brunetta;A1-S1;A-S;A1;203 Maciotta G. (NS/BI);203;maciotta;gio maria;NS;BI;S1;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI
947;C1716_03_104;1716;brunetta;BR;brunetta;A1-S2;A-S;A1;203 Maciotta G. (NS/BI);203;maciotta;gio maria;NS;BI;S2;283 Pistone G. (IMP/BI);283;pistone;giuseppe antonio;IMP;BI
948;C1716_03_104;1716;brunetta;BR;brunetta;A1-S3;A-S;A1;203 Maciotta G. (NS/BI);203;maciotta;gio maria;NS;BI;S3;88 Capellaro F. (IMP/BI);88;capellaro;francesco;IMP;BI
949;C1716_03_104;1716;brunetta;BR;brunetta;G1-S1;G-S;G1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S1;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI
950;C1716_03_104;1716;brunetta;BR;brunetta;G1-S2;G-S;G1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S2;283 Pistone G. (IMP/BI);283;pistone;giuseppe antonio;IMP;BI
951;C1716_03_104;1716;brunetta;BR;brunetta;G1-S3;G-S;G1;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S3;88 Capellaro F. (IMP/BI);88;capellaro;francesco;IMP;BI
952;C1716_03_104;1716;brunetta;BR;brunetta;S1-S2;S-S;S1;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI;S2;283 Pistone G. (IMP/BI);283;pistone;giuseppe antonio;IMP;BI
953;C1716_03_104;1716;brunetta;BR;brunetta;S1-S3;S-S;S1;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI;S3;88 Capellaro F. (IMP/BI);88;capellaro;francesco;IMP;BI
954;C1716_03_104;1716;brunetta;BR;brunetta;S2-S3;S-S;S2;283 Pistone G. (IMP/BI);283;pistone;giuseppe antonio;IMP;BI;S3;88 Capellaro F. (IMP/BI);88;capellaro;francesco;IMP;BI
